agent	faction	subtype
general	troy_main_trj_aegaan_pel	troy_defender_quick
general	troy_main_trj_aegaan_pel	troy_defender_tank
general	troy_main_trj_aegaan_pel	troy_fighter_balanced
general	troy_main_trj_aegaan_pel	troy_fighter_disruptor
general	troy_main_trj_aegaan_pel	troy_fighter_killer
general	troy_main_trj_aegaan_pel	troy_warlord_tactician
general	troy_main_trj_aegaan_pel	troy_warlord_utility
general	troy_main_trj_aegaan_pel	troy_warlord_warmonger
minister	troy_main_trj_aegaan_pel	default
runesmith	troy_main_trj_aegaan_pel	default
spy	troy_main_trj_aegaan_pel	troy_agent_spy
wizard	troy_main_trj_aegaan_pel	default
champion	troy_main_trj_aenos	troy_agent_priest
colonel	troy_main_trj_aenos	troy_defender_aggro
colonel	troy_main_trj_aenos	troy_fighter_balanced
colonel	troy_main_trj_aenos	troy_fighter_disruptor
colonel	troy_main_trj_aenos	troy_fighter_killer
dignitary	troy_main_trj_aenos	troy_agent_envoy
engineer	troy_main_trj_aenos	troy_agent_gorgon
engineer	troy_main_trj_aenos	troy_agent_satyr
engineer	troy_main_trj_aenos	troy_agent_seer
general	troy_main_trj_aenos	troy_archer_skirmisher
general	troy_main_trj_aenos	troy_archer_trickster
general	troy_main_trj_aenos	troy_defender_aggro
general	troy_main_trj_aenos	troy_defender_quick
general	troy_main_trj_aenos	troy_defender_tank
general	troy_main_trj_aenos	troy_fighter_balanced
general	troy_main_trj_aenos	troy_fighter_disruptor
general	troy_main_trj_aenos	troy_fighter_killer
general	troy_main_trj_aenos	troy_warlord_tactician
general	troy_main_trj_aenos	troy_warlord_utility
general	troy_main_trj_aenos	troy_warlord_warmonger
minister	troy_main_trj_aenos	default
runesmith	troy_main_trj_aenos	default
spy	troy_main_trj_aenos	troy_agent_spy
wizard	troy_main_trj_aenos	default
champion	troy_main_trj_aethria	troy_agent_priest
colonel	troy_main_trj_aethria	troy_defender_aggro
colonel	troy_main_trj_aethria	troy_fighter_balanced
colonel	troy_main_trj_aethria	troy_fighter_disruptor
colonel	troy_main_trj_aethria	troy_fighter_killer
dignitary	troy_main_trj_aethria	troy_agent_envoy
engineer	troy_main_trj_aethria	troy_agent_gorgon
engineer	troy_main_trj_aethria	troy_agent_satyr
engineer	troy_main_trj_aethria	troy_agent_seer
general	troy_main_trj_aethria	troy_archer_skirmisher
general	troy_main_trj_aethria	troy_archer_trickster
general	troy_main_trj_aethria	troy_defender_aggro
general	troy_main_trj_aethria	troy_defender_quick
general	troy_main_trj_aethria	troy_defender_tank
general	troy_main_trj_aethria	troy_fighter_balanced
general	troy_main_trj_aethria	troy_fighter_disruptor
general	troy_main_trj_aethria	troy_fighter_killer
general	troy_main_trj_aethria	troy_warlord_tactician
general	troy_main_trj_aethria	troy_warlord_utility
general	troy_main_trj_aethria	troy_warlord_warmonger
minister	troy_main_trj_aethria	default
runesmith	troy_main_trj_aethria	default
spy	troy_main_trj_aethria	troy_agent_spy
wizard	troy_main_trj_aethria	default
champion	troy_main_trj_agriophones	troy_agent_priest
colonel	troy_main_trj_agriophones	troy_defender_aggro
colonel	troy_main_trj_agriophones	troy_fighter_balanced
colonel	troy_main_trj_agriophones	troy_fighter_disruptor
colonel	troy_main_trj_agriophones	troy_fighter_killer
dignitary	troy_main_trj_agriophones	troy_agent_envoy
engineer	troy_main_trj_agriophones	troy_agent_gorgon
engineer	troy_main_trj_agriophones	troy_agent_satyr
engineer	troy_main_trj_agriophones	troy_agent_seer
general	troy_main_trj_agriophones	troy_archer_skirmisher
general	troy_main_trj_agriophones	troy_archer_trickster
general	troy_main_trj_agriophones	troy_defender_aggro
general	troy_main_trj_agriophones	troy_defender_quick
general	troy_main_trj_agriophones	troy_defender_tank
general	troy_main_trj_agriophones	troy_fighter_balanced
general	troy_main_trj_agriophones	troy_fighter_disruptor
general	troy_main_trj_agriophones	troy_fighter_killer
general	troy_main_trj_agriophones	troy_warlord_tactician
general	troy_main_trj_agriophones	troy_warlord_utility
general	troy_main_trj_agriophones	troy_warlord_warmonger
minister	troy_main_trj_agriophones	default
runesmith	troy_main_trj_agriophones	default
spy	troy_main_trj_agriophones	troy_agent_spy
wizard	troy_main_trj_agriophones	default
champion	troy_main_trj_alazones	troy_agent_priest
colonel	troy_main_trj_alazones	troy_defender_aggro
colonel	troy_main_trj_alazones	troy_fighter_balanced
colonel	troy_main_trj_alazones	troy_fighter_disruptor
colonel	troy_main_trj_alazones	troy_fighter_killer
dignitary	troy_main_trj_alazones	troy_agent_envoy
engineer	troy_main_trj_alazones	troy_agent_gorgon
engineer	troy_main_trj_alazones	troy_agent_satyr
engineer	troy_main_trj_alazones	troy_agent_seer
general	troy_main_trj_alazones	troy_archer_skirmisher
general	troy_main_trj_alazones	troy_archer_trickster
general	troy_main_trj_alazones	troy_defender_aggro
general	troy_main_trj_alazones	troy_defender_quick
general	troy_main_trj_alazones	troy_defender_tank
general	troy_main_trj_alazones	troy_fighter_balanced
general	troy_main_trj_alazones	troy_fighter_disruptor
general	troy_main_trj_alazones	troy_fighter_killer
general	troy_main_trj_alazones	troy_warlord_tactician
general	troy_main_trj_alazones	troy_warlord_utility
general	troy_main_trj_alazones	troy_warlord_warmonger
minister	troy_main_trj_alazones	default
runesmith	troy_main_trj_alazones	default
spy	troy_main_trj_alazones	troy_agent_spy
wizard	troy_main_trj_alazones	default
champion	troy_main_trj_apsynthioi	troy_agent_priest
colonel	troy_main_trj_apsynthioi	troy_defender_aggro
colonel	troy_main_trj_apsynthioi	troy_fighter_balanced
colonel	troy_main_trj_apsynthioi	troy_fighter_disruptor
colonel	troy_main_trj_apsynthioi	troy_fighter_killer
dignitary	troy_main_trj_apsynthioi	troy_agent_envoy
engineer	troy_main_trj_apsynthioi	troy_agent_gorgon
engineer	troy_main_trj_apsynthioi	troy_agent_satyr
engineer	troy_main_trj_apsynthioi	troy_agent_seer
general	troy_main_trj_apsynthioi	troy_archer_skirmisher
general	troy_main_trj_apsynthioi	troy_archer_trickster
general	troy_main_trj_apsynthioi	troy_defender_aggro
general	troy_main_trj_apsynthioi	troy_defender_quick
general	troy_main_trj_apsynthioi	troy_defender_tank
general	troy_main_trj_apsynthioi	troy_fighter_balanced
general	troy_main_trj_apsynthioi	troy_fighter_disruptor
general	troy_main_trj_apsynthioi	troy_fighter_killer
general	troy_main_trj_apsynthioi	troy_warlord_tactician
general	troy_main_trj_apsynthioi	troy_warlord_utility
general	troy_main_trj_apsynthioi	troy_warlord_warmonger
minister	troy_main_trj_apsynthioi	default
runesmith	troy_main_trj_apsynthioi	default
spy	troy_main_trj_apsynthioi	troy_agent_spy
wizard	troy_main_trj_apsynthioi	default
champion	troy_main_trj_ascanian_phry	troy_agent_priest
colonel	troy_main_trj_ascanian_phry	troy_defender_aggro
colonel	troy_main_trj_ascanian_phry	troy_fighter_balanced
colonel	troy_main_trj_ascanian_phry	troy_fighter_disruptor
colonel	troy_main_trj_ascanian_phry	troy_fighter_killer
dignitary	troy_main_trj_ascanian_phry	troy_agent_envoy
engineer	troy_main_trj_ascanian_phry	troy_agent_gorgon
engineer	troy_main_trj_ascanian_phry	troy_agent_satyr
engineer	troy_main_trj_ascanian_phry	troy_agent_seer
general	troy_main_trj_ascanian_phry	troy_archer_skirmisher
general	troy_main_trj_ascanian_phry	troy_archer_trickster
general	troy_main_trj_ascanian_phry	troy_defender_aggro
general	troy_main_trj_ascanian_phry	troy_defender_quick
general	troy_main_trj_ascanian_phry	troy_defender_tank
general	troy_main_trj_ascanian_phry	troy_fighter_balanced
general	troy_main_trj_ascanian_phry	troy_fighter_disruptor
general	troy_main_trj_ascanian_phry	troy_fighter_killer
general	troy_main_trj_ascanian_phry	troy_warlord_tactician
general	troy_main_trj_ascanian_phry	troy_warlord_utility
general	troy_main_trj_ascanian_phry	troy_warlord_warmonger
minister	troy_main_trj_ascanian_phry	default
runesmith	troy_main_trj_ascanian_phry	default
spy	troy_main_trj_ascanian_phry	troy_agent_spy
wizard	troy_main_trj_ascanian_phry	default
champion	troy_main_trj_bisaltae	troy_agent_priest
colonel	troy_main_trj_bisaltae	troy_defender_aggro
colonel	troy_main_trj_bisaltae	troy_fighter_balanced
colonel	troy_main_trj_bisaltae	troy_fighter_disruptor
colonel	troy_main_trj_bisaltae	troy_fighter_killer
dignitary	troy_main_trj_bisaltae	troy_agent_envoy
engineer	troy_main_trj_bisaltae	troy_agent_gorgon
engineer	troy_main_trj_bisaltae	troy_agent_satyr
engineer	troy_main_trj_bisaltae	troy_agent_seer
general	troy_main_trj_bisaltae	troy_archer_skirmisher
general	troy_main_trj_bisaltae	troy_archer_trickster
general	troy_main_trj_bisaltae	troy_defender_aggro
general	troy_main_trj_bisaltae	troy_defender_quick
general	troy_main_trj_bisaltae	troy_defender_tank
general	troy_main_trj_bisaltae	troy_fighter_balanced
general	troy_main_trj_bisaltae	troy_fighter_disruptor
general	troy_main_trj_bisaltae	troy_fighter_killer
general	troy_main_trj_bisaltae	troy_warlord_tactician
general	troy_main_trj_bisaltae	troy_warlord_utility
general	troy_main_trj_bisaltae	troy_warlord_warmonger
minister	troy_main_trj_bisaltae	default
runesmith	troy_main_trj_bisaltae	default
spy	troy_main_trj_bisaltae	troy_agent_spy
wizard	troy_main_trj_bisaltae	default
champion	troy_main_trj_bithyni	troy_agent_priest
colonel	troy_main_trj_bithyni	troy_defender_aggro
colonel	troy_main_trj_bithyni	troy_fighter_balanced
colonel	troy_main_trj_bithyni	troy_fighter_disruptor
colonel	troy_main_trj_bithyni	troy_fighter_killer
dignitary	troy_main_trj_bithyni	troy_agent_envoy
engineer	troy_main_trj_bithyni	troy_agent_gorgon
engineer	troy_main_trj_bithyni	troy_agent_satyr
engineer	troy_main_trj_bithyni	troy_agent_seer
general	troy_main_trj_bithyni	troy_archer_skirmisher
general	troy_main_trj_bithyni	troy_archer_trickster
general	troy_main_trj_bithyni	troy_defender_aggro
general	troy_main_trj_bithyni	troy_defender_quick
general	troy_main_trj_bithyni	troy_defender_tank
general	troy_main_trj_bithyni	troy_fighter_balanced
general	troy_main_trj_bithyni	troy_fighter_disruptor
general	troy_main_trj_bithyni	troy_fighter_killer
general	troy_main_trj_bithyni	troy_warlord_tactician
general	troy_main_trj_bithyni	troy_warlord_utility
general	troy_main_trj_bithyni	troy_warlord_warmonger
minister	troy_main_trj_bithyni	default
runesmith	troy_main_trj_bithyni	default
spy	troy_main_trj_bithyni	troy_agent_spy
wizard	troy_main_trj_bithyni	default
champion	troy_main_trj_bottiaeans	troy_agent_priest
colonel	troy_main_trj_bottiaeans	troy_defender_aggro
colonel	troy_main_trj_bottiaeans	troy_fighter_balanced
colonel	troy_main_trj_bottiaeans	troy_fighter_disruptor
colonel	troy_main_trj_bottiaeans	troy_fighter_killer
dignitary	troy_main_trj_bottiaeans	troy_agent_envoy
engineer	troy_main_trj_bottiaeans	troy_agent_gorgon
engineer	troy_main_trj_bottiaeans	troy_agent_satyr
engineer	troy_main_trj_bottiaeans	troy_agent_seer
general	troy_main_trj_bottiaeans	troy_archer_skirmisher
general	troy_main_trj_bottiaeans	troy_archer_trickster
general	troy_main_trj_bottiaeans	troy_defender_aggro
general	troy_main_trj_bottiaeans	troy_defender_quick
general	troy_main_trj_bottiaeans	troy_defender_tank
general	troy_main_trj_bottiaeans	troy_fighter_balanced
general	troy_main_trj_bottiaeans	troy_fighter_disruptor
general	troy_main_trj_bottiaeans	troy_fighter_killer
general	troy_main_trj_bottiaeans	troy_warlord_tactician
general	troy_main_trj_bottiaeans	troy_warlord_utility
general	troy_main_trj_bottiaeans	troy_warlord_warmonger
minister	troy_main_trj_bottiaeans	default
runesmith	troy_main_trj_bottiaeans	default
spy	troy_main_trj_bottiaeans	troy_agent_spy
wizard	troy_main_trj_bottiaeans	default
champion	troy_main_trj_carians	troy_agent_priest
colonel	troy_main_trj_carians	troy_defender_aggro
colonel	troy_main_trj_carians	troy_fighter_balanced
colonel	troy_main_trj_carians	troy_fighter_disruptor
colonel	troy_main_trj_carians	troy_fighter_killer
dignitary	troy_main_trj_carians	troy_agent_envoy
engineer	troy_main_trj_carians	troy_agent_gorgon
engineer	troy_main_trj_carians	troy_agent_satyr
engineer	troy_main_trj_carians	troy_agent_seer
general	troy_main_trj_carians	troy_archer_skirmisher
general	troy_main_trj_carians	troy_archer_trickster
general	troy_main_trj_carians	troy_defender_aggro
general	troy_main_trj_carians	troy_defender_quick
general	troy_main_trj_carians	troy_defender_tank
general	troy_main_trj_carians	troy_fighter_balanced
general	troy_main_trj_carians	troy_fighter_disruptor
general	troy_main_trj_carians	troy_fighter_killer
general	troy_main_trj_carians	troy_warlord_tactician
general	troy_main_trj_carians	troy_warlord_utility
general	troy_main_trj_carians	troy_warlord_warmonger
minister	troy_main_trj_carians	default
runesmith	troy_main_trj_carians	default
spy	troy_main_trj_carians	troy_agent_spy
wizard	troy_main_trj_carians	default
champion	troy_main_trj_cicones	troy_agent_priest
colonel	troy_main_trj_cicones	troy_defender_aggro
colonel	troy_main_trj_cicones	troy_fighter_balanced
colonel	troy_main_trj_cicones	troy_fighter_disruptor
colonel	troy_main_trj_cicones	troy_fighter_killer
dignitary	troy_main_trj_cicones	troy_agent_envoy
engineer	troy_main_trj_cicones	troy_agent_gorgon
engineer	troy_main_trj_cicones	troy_agent_satyr
engineer	troy_main_trj_cicones	troy_agent_seer
general	troy_main_trj_cicones	troy_archer_skirmisher
general	troy_main_trj_cicones	troy_archer_trickster
general	troy_main_trj_cicones	troy_defender_aggro
general	troy_main_trj_cicones	troy_defender_quick
general	troy_main_trj_cicones	troy_defender_tank
general	troy_main_trj_cicones	troy_fighter_balanced
general	troy_main_trj_cicones	troy_fighter_disruptor
general	troy_main_trj_cicones	troy_fighter_killer
general	troy_main_trj_cicones	troy_warlord_tactician
general	troy_main_trj_cicones	troy_warlord_utility
general	troy_main_trj_cicones	troy_warlord_warmonger
minister	troy_main_trj_cicones	default
runesmith	troy_main_trj_cicones	default
spy	troy_main_trj_cicones	troy_agent_spy
wizard	troy_main_trj_cicones	default
champion	troy_main_trj_cyclops	troy_agent_priest
colonel	troy_main_trj_cyclops	troy_defender_aggro
colonel	troy_main_trj_cyclops	troy_fighter_balanced
colonel	troy_main_trj_cyclops	troy_fighter_disruptor
colonel	troy_main_trj_cyclops	troy_fighter_killer
dignitary	troy_main_trj_cyclops	troy_agent_envoy
engineer	troy_main_trj_cyclops	troy_agent_gorgon
engineer	troy_main_trj_cyclops	troy_agent_satyr
engineer	troy_main_trj_cyclops	troy_agent_seer
general	troy_main_trj_cyclops	troy_archer_skirmisher
general	troy_main_trj_cyclops	troy_archer_trickster
general	troy_main_trj_cyclops	troy_defender_aggro
general	troy_main_trj_cyclops	troy_defender_quick
general	troy_main_trj_cyclops	troy_defender_tank
general	troy_main_trj_cyclops	troy_fighter_balanced
general	troy_main_trj_cyclops	troy_fighter_disruptor
general	troy_main_trj_cyclops	troy_fighter_killer
general	troy_main_trj_cyclops	troy_warlord_tactician
general	troy_main_trj_cyclops	troy_warlord_utility
general	troy_main_trj_cyclops	troy_warlord_warmonger
minister	troy_main_trj_cyclops	default
runesmith	troy_main_trj_cyclops	default
spy	troy_main_trj_cyclops	troy_agent_spy
wizard	troy_main_trj_cyclops	default
champion	troy_main_trj_dardania_separatists	troy_agent_priest
colonel	troy_main_trj_dardania_separatists	troy_fighter_balanced
colonel	troy_main_trj_dardania_separatists	troy_fighter_disruptor
colonel	troy_main_trj_dardania_separatists	troy_fighter_killer
dignitary	troy_main_trj_dardania_separatists	troy_agent_envoy
general	troy_main_trj_dardania_separatists	troy_archer_skirmisher
general	troy_main_trj_dardania_separatists	troy_archer_trickster
general	troy_main_trj_dardania_separatists	troy_defender_aggro
general	troy_main_trj_dardania_separatists	troy_defender_quick
general	troy_main_trj_dardania_separatists	troy_defender_tank
general	troy_main_trj_dardania_separatists	troy_fighter_balanced
general	troy_main_trj_dardania_separatists	troy_fighter_disruptor
general	troy_main_trj_dardania_separatists	troy_fighter_killer
general	troy_main_trj_dardania_separatists	troy_warlord_tactician
general	troy_main_trj_dardania_separatists	troy_warlord_utility
general	troy_main_trj_dardania_separatists	troy_warlord_warmonger
minister	troy_main_trj_dardania_separatists	default
runesmith	troy_main_trj_dardania_separatists	default
spy	troy_main_trj_dardania_separatists	troy_agent_spy
wizard	troy_main_trj_dardania_separatists	default
champion	troy_main_trj_dardania	troy_agent_priest
colonel	troy_main_trj_dardania	troy_archer_skirmisher
colonel	troy_main_trj_dardania	troy_archer_trickster
colonel	troy_main_trj_dardania	troy_fighter_balanced
colonel	troy_main_trj_dardania	troy_fighter_disruptor
colonel	troy_main_trj_dardania	troy_fighter_killer
colonel	troy_main_trj_dardania	troy_warlord_tactician
colonel	troy_main_trj_dardania	troy_warlord_utility
colonel	troy_main_trj_dardania	troy_warlord_warmonger
dignitary	troy_main_trj_dardania	troy_agent_envoy
engineer	troy_main_trj_dardania	troy_agent_gorgon
engineer	troy_main_trj_dardania	troy_agent_satyr
engineer	troy_main_trj_dardania	troy_agent_seer
general	troy_main_trj_dardania	troy_archer_skirmisher
general	troy_main_trj_dardania	troy_archer_trickster
general	troy_main_trj_dardania	troy_fighter_balanced
general	troy_main_trj_dardania	troy_fighter_disruptor
general	troy_main_trj_dardania	troy_fighter_killer
general	troy_main_trj_dardania	troy_warlord_tactician
general	troy_main_trj_dardania	troy_warlord_utility
general	troy_main_trj_dardania	troy_warlord_warmonger
minister	troy_main_trj_dardania	default
runesmith	troy_main_trj_dardania	default
spy	troy_main_trj_dardania	troy_agent_spy
wizard	troy_main_trj_dardania	default
champion	troy_main_trj_edonia	troy_agent_priest
colonel	troy_main_trj_edonia	troy_defender_aggro
colonel	troy_main_trj_edonia	troy_fighter_balanced
colonel	troy_main_trj_edonia	troy_fighter_disruptor
colonel	troy_main_trj_edonia	troy_fighter_killer
dignitary	troy_main_trj_edonia	troy_agent_envoy
engineer	troy_main_trj_edonia	troy_agent_gorgon
engineer	troy_main_trj_edonia	troy_agent_satyr
engineer	troy_main_trj_edonia	troy_agent_seer
general	troy_main_trj_edonia	troy_archer_skirmisher
general	troy_main_trj_edonia	troy_archer_trickster
general	troy_main_trj_edonia	troy_defender_aggro
general	troy_main_trj_edonia	troy_defender_quick
general	troy_main_trj_edonia	troy_defender_tank
general	troy_main_trj_edonia	troy_fighter_balanced
general	troy_main_trj_edonia	troy_fighter_disruptor
general	troy_main_trj_edonia	troy_fighter_killer
general	troy_main_trj_edonia	troy_warlord_tactician
general	troy_main_trj_edonia	troy_warlord_utility
general	troy_main_trj_edonia	troy_warlord_warmonger
minister	troy_main_trj_edonia	default
runesmith	troy_main_trj_edonia	default
spy	troy_main_trj_edonia	troy_agent_spy
wizard	troy_main_trj_edonia	default
champion	troy_main_trj_hector_separatists	troy_agent_priest
colonel	troy_main_trj_hector_separatists	troy_defender_aggro
colonel	troy_main_trj_hector_separatists	troy_fighter_balanced
colonel	troy_main_trj_hector_separatists	troy_fighter_disruptor
colonel	troy_main_trj_hector_separatists	troy_fighter_killer
dignitary	troy_main_trj_hector_separatists	troy_agent_envoy
general	troy_main_trj_hector_separatists	troy_archer_skirmisher
general	troy_main_trj_hector_separatists	troy_archer_trickster
general	troy_main_trj_hector_separatists	troy_defender_aggro
general	troy_main_trj_hector_separatists	troy_defender_quick
general	troy_main_trj_hector_separatists	troy_defender_tank
general	troy_main_trj_hector_separatists	troy_fighter_balanced
general	troy_main_trj_hector_separatists	troy_fighter_disruptor
general	troy_main_trj_hector_separatists	troy_fighter_killer
general	troy_main_trj_hector_separatists	troy_warlord_tactician
general	troy_main_trj_hector_separatists	troy_warlord_utility
general	troy_main_trj_hector_separatists	troy_warlord_warmonger
minister	troy_main_trj_hector_separatists	default
runesmith	troy_main_trj_hector_separatists	default
spy	troy_main_trj_hector_separatists	troy_agent_spy
wizard	troy_main_trj_hector_separatists	default
champion	troy_main_trj_hector	troy_agent_priest
colonel	troy_main_trj_hector	troy_defender_aggro
colonel	troy_main_trj_hector	troy_defender_quick
colonel	troy_main_trj_hector	troy_defender_tank
colonel	troy_main_trj_hector	troy_fighter_balanced
colonel	troy_main_trj_hector	troy_fighter_disruptor
colonel	troy_main_trj_hector	troy_fighter_killer
colonel	troy_main_trj_hector	troy_warlord_tactician
colonel	troy_main_trj_hector	troy_warlord_utility
colonel	troy_main_trj_hector	troy_warlord_warmonger
dignitary	troy_main_trj_hector	troy_agent_envoy
engineer	troy_main_trj_hector	troy_agent_gorgon
engineer	troy_main_trj_hector	troy_agent_satyr
engineer	troy_main_trj_hector	troy_agent_seer
general	troy_main_trj_hector	troy_defender_aggro
general	troy_main_trj_hector	troy_defender_quick
general	troy_main_trj_hector	troy_defender_tank
general	troy_main_trj_hector	troy_fighter_balanced
general	troy_main_trj_hector	troy_fighter_disruptor
general	troy_main_trj_hector	troy_fighter_killer
general	troy_main_trj_hector	troy_warlord_tactician
general	troy_main_trj_hector	troy_warlord_utility
general	troy_main_trj_hector	troy_warlord_warmonger
minister	troy_main_trj_hector	default
runesmith	troy_main_trj_hector	default
spy	troy_main_trj_hector	troy_agent_spy
wizard	troy_main_trj_hector	default
champion	troy_main_trj_ilion	troy_agent_priest
colonel	troy_main_trj_ilion	troy_defender_aggro
colonel	troy_main_trj_ilion	troy_fighter_balanced
colonel	troy_main_trj_ilion	troy_fighter_disruptor
colonel	troy_main_trj_ilion	troy_fighter_killer
dignitary	troy_main_trj_ilion	troy_agent_envoy
engineer	troy_main_trj_ilion	troy_agent_gorgon
engineer	troy_main_trj_ilion	troy_agent_satyr
engineer	troy_main_trj_ilion	troy_agent_seer
general	troy_main_trj_ilion	troy_archer_skirmisher
general	troy_main_trj_ilion	troy_archer_trickster
general	troy_main_trj_ilion	troy_defender_aggro
general	troy_main_trj_ilion	troy_defender_quick
general	troy_main_trj_ilion	troy_defender_tank
general	troy_main_trj_ilion	troy_fighter_balanced
general	troy_main_trj_ilion	troy_fighter_disruptor
general	troy_main_trj_ilion	troy_fighter_killer
general	troy_main_trj_ilion	troy_warlord_tactician
general	troy_main_trj_ilion	troy_warlord_utility
general	troy_main_trj_ilion	troy_warlord_warmonger
minister	troy_main_trj_ilion	default
runesmith	troy_main_trj_ilion	default
spy	troy_main_trj_ilion	troy_agent_spy
wizard	troy_main_trj_ilion	default
champion	troy_main_trj_imbrasos	troy_agent_priest
colonel	troy_main_trj_imbrasos	troy_defender_aggro
colonel	troy_main_trj_imbrasos	troy_fighter_balanced
colonel	troy_main_trj_imbrasos	troy_fighter_disruptor
colonel	troy_main_trj_imbrasos	troy_fighter_killer
dignitary	troy_main_trj_imbrasos	troy_agent_envoy
engineer	troy_main_trj_imbrasos	troy_agent_gorgon
engineer	troy_main_trj_imbrasos	troy_agent_satyr
engineer	troy_main_trj_imbrasos	troy_agent_seer
general	troy_main_trj_imbrasos	troy_archer_skirmisher
general	troy_main_trj_imbrasos	troy_archer_trickster
general	troy_main_trj_imbrasos	troy_defender_aggro
general	troy_main_trj_imbrasos	troy_defender_quick
general	troy_main_trj_imbrasos	troy_defender_tank
general	troy_main_trj_imbrasos	troy_fighter_balanced
general	troy_main_trj_imbrasos	troy_fighter_disruptor
general	troy_main_trj_imbrasos	troy_fighter_killer
general	troy_main_trj_imbrasos	troy_warlord_tactician
general	troy_main_trj_imbrasos	troy_warlord_utility
general	troy_main_trj_imbrasos	troy_warlord_warmonger
minister	troy_main_trj_imbrasos	default
runesmith	troy_main_trj_imbrasos	default
spy	troy_main_trj_imbrasos	troy_agent_spy
wizard	troy_main_trj_imbrasos	default
champion	troy_main_trj_lelegan_rebels	troy_agent_priest
colonel	troy_main_trj_lelegan_rebels	troy_defender_aggro
colonel	troy_main_trj_lelegan_rebels	troy_fighter_balanced
colonel	troy_main_trj_lelegan_rebels	troy_fighter_disruptor
colonel	troy_main_trj_lelegan_rebels	troy_fighter_killer
dignitary	troy_main_trj_lelegan_rebels	troy_agent_envoy
general	troy_main_trj_lelegan_rebels	troy_archer_skirmisher
general	troy_main_trj_lelegan_rebels	troy_archer_trickster
general	troy_main_trj_lelegan_rebels	troy_defender_aggro
general	troy_main_trj_lelegan_rebels	troy_defender_quick
general	troy_main_trj_lelegan_rebels	troy_defender_tank
general	troy_main_trj_lelegan_rebels	troy_fighter_balanced
general	troy_main_trj_lelegan_rebels	troy_fighter_disruptor
general	troy_main_trj_lelegan_rebels	troy_fighter_killer
general	troy_main_trj_lelegan_rebels	troy_warlord_tactician
general	troy_main_trj_lelegan_rebels	troy_warlord_utility
general	troy_main_trj_lelegan_rebels	troy_warlord_warmonger
minister	troy_main_trj_lelegan_rebels	default
runesmith	troy_main_trj_lelegan_rebels	default
spy	troy_main_trj_lelegan_rebels	troy_agent_spy
wizard	troy_main_trj_lelegan_rebels	default
champion	troy_main_trj_lelegia_min	troy_agent_priest
colonel	troy_main_trj_lelegia_min	troy_defender_aggro
colonel	troy_main_trj_lelegia_min	troy_fighter_balanced
colonel	troy_main_trj_lelegia_min	troy_fighter_disruptor
colonel	troy_main_trj_lelegia_min	troy_fighter_killer
dignitary	troy_main_trj_lelegia_min	troy_agent_envoy
engineer	troy_main_trj_lelegia_min	troy_agent_gorgon
engineer	troy_main_trj_lelegia_min	troy_agent_satyr
engineer	troy_main_trj_lelegia_min	troy_agent_seer
general	troy_main_trj_lelegia_min	troy_archer_skirmisher
general	troy_main_trj_lelegia_min	troy_archer_trickster
general	troy_main_trj_lelegia_min	troy_defender_aggro
general	troy_main_trj_lelegia_min	troy_defender_quick
general	troy_main_trj_lelegia_min	troy_defender_tank
general	troy_main_trj_lelegia_min	troy_fighter_balanced
general	troy_main_trj_lelegia_min	troy_fighter_disruptor
general	troy_main_trj_lelegia_min	troy_fighter_killer
general	troy_main_trj_lelegia_min	troy_warlord_tactician
general	troy_main_trj_lelegia_min	troy_warlord_utility
general	troy_main_trj_lelegia_min	troy_warlord_warmonger
minister	troy_main_trj_lelegia_min	default
runesmith	troy_main_trj_lelegia_min	default
spy	troy_main_trj_lelegia_min	troy_agent_spy
wizard	troy_main_trj_lelegia_min	default
champion	troy_main_trj_lycia_separatists	troy_agent_priest
colonel	troy_main_trj_lycia_separatists	troy_defender_aggro
colonel	troy_main_trj_lycia_separatists	troy_fighter_balanced
colonel	troy_main_trj_lycia_separatists	troy_fighter_disruptor
colonel	troy_main_trj_lycia_separatists	troy_fighter_killer
dignitary	troy_main_trj_lycia_separatists	troy_agent_envoy
general	troy_main_trj_lycia_separatists	troy_archer_skirmisher
general	troy_main_trj_lycia_separatists	troy_archer_trickster
general	troy_main_trj_lycia_separatists	troy_defender_aggro
general	troy_main_trj_lycia_separatists	troy_defender_quick
general	troy_main_trj_lycia_separatists	troy_defender_tank
general	troy_main_trj_lycia_separatists	troy_fighter_balanced
general	troy_main_trj_lycia_separatists	troy_fighter_disruptor
general	troy_main_trj_lycia_separatists	troy_fighter_killer
general	troy_main_trj_lycia_separatists	troy_warlord_tactician
general	troy_main_trj_lycia_separatists	troy_warlord_utility
general	troy_main_trj_lycia_separatists	troy_warlord_warmonger
minister	troy_main_trj_lycia_separatists	default
runesmith	troy_main_trj_lycia_separatists	default
spy	troy_main_trj_lycia_separatists	troy_agent_spy
wizard	troy_main_trj_lycia_separatists	default
champion	troy_main_trj_lycia	troy_agent_priest
colonel	troy_main_trj_lycia	troy_archer_skirmisher
colonel	troy_main_trj_lycia	troy_archer_trickster
colonel	troy_main_trj_lycia	troy_defender_aggro
colonel	troy_main_trj_lycia	troy_defender_quick
colonel	troy_main_trj_lycia	troy_defender_tank
colonel	troy_main_trj_lycia	troy_warlord_tactician
colonel	troy_main_trj_lycia	troy_warlord_utility
colonel	troy_main_trj_lycia	troy_warlord_warmonger
dignitary	troy_main_trj_lycia	troy_agent_envoy
