art_set_id	level	age	portrait	season	uniform	card	info	sea_uniform	navy_uniform	land_animation	sea_animation	navy_animation	id	religion	land_animation_vfx_filter	sea_animation_vfx_filter	new_field	new_field	new_field	voiceover	composite_scene
troy_dlc1_trojan_amazons_fighter_3_chariot_2	0	0		none	troy_dlc1_fighter_3	troy_dlc1_ama_gen_fighter_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	438664093		0	0				vo_actor_amazon_genhero20s_01	
troy_warlord_maeonian_hero_4_chariot_1	0	0		none	troy_warlord_maeonian_hero_4	troy_warlord_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	441896218		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_maeonian_hero_4_chariot_1.csc
troy_defender_dorian_hero_3	0	0		none	troy_defender_dorian_hero_3	troy_defender_dorian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	443025442		0	0				vo_actor_group_genhero20s_03	
troy_dlc1_horde_amazons_archer_2_chariot_1	0	0		none	troy_dlc1_archer_2	troy_dlc1_ama_gen_archer_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	446667372		0	0				vo_actor_amazon_genhero30s_02	composite_scene\porthole\troy_dlc1_horde_amazons_archer_2_chariot_1.csc
troy_archer_pelasgian_hero	0	0		none	troy_archer_pelasgian_hero	troy_archer_pelasgian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	451690740		0	0				vo_actor_group_genhero30s_01	
troy_archer_lycomedes_chariot_1	0	0		none	troy_archer_lycomedes	troy_archer_lycomedes		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	451732554		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_archer_lycomedes_chariot_1.csc
troy_defender_ajax	0	0		none	troy_defender_ajax	troy_defender_ajax		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	452216090		0	0				vo_actor_group_genhero30s_03	
troy_defender_ionian_hero_3_chariot_2	0	0		none	troy_defender_ionian_hero_3	troy_defender_ionian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	464024796		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_defender_ionian_hero_3_chariot_2.csc
troy_warlord_ionian_hero_4_chariot_3	0	0		none	troy_warlord_ionian_hero_4	troy_warlord_ionian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	468421529		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_warlord_ionian_hero_4_chariot_3.csc
troy_defender_maeonian_hero_4	0	0		none	troy_defender_maeonian_hero_4	troy_defender_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	46853692		0	0				vo_actor_group_genhero50s_02	
troy_warlord_phaenops_chariot_1	0	0		none	troy_warlord_phaenops	troy_warlord_phaenops		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	469341360		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_warlord_phaenops_chariot_1.csc
troy_warlord_thracian_hero_chariot_2	0	0		none	troy_warlord_thracian_hero	troy_warlord_thracian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	469362022		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_warlord_thracian_hero_chariot_1.csc
troy_archer_aeolian_hero_4	0	0		none	troy_archer_aeolian_hero_4	troy_archer_aeolian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	47242220		0	0				vo_actor_group_genhero50s_01	
troy_archer_thracian_hero_4	0	0		none	troy_archer_thracian_hero_4	troy_archer_thracian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	472430609		0	0				vo_actor_group_genhero50s_01	
troy_fighter_meriones_chariot_1	0	0		none	troy_fighter_meriones	troy_fighter_meriones		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	473790973		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_fighter_meriones_chariot_1.csc
troy_fighter_maeonian_hero_4_chariot_3	0	0		none	troy_fighter_maeonian_hero_4	troy_fighter_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	475397751		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_fighter_maeonian_hero_4_chariot_3.csc
troy_warlord_lelegan_hero_2_chariot_3	0	0		none	troy_warlord_lelegan_hero_2	troy_warlord_lelegan_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	479521829		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_warlord_lelegan_hero_2_chariot_3.csc
troy_warlord_mynes	0	0		none	troy_warlord_mynes	troy_warlord_mynes		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	486447956		0	0				vo_actor_group_genhero30s_03	
troy_fighter_pelasgian_hero_4	0	0		none	troy_fighter_pelasgian_hero_4	troy_fighter_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	488175167		0	0				vo_actor_group_genhero50s_01	
troy_fighter_dorian_hero_2_chariot_3	0	0		none	troy_fighter_dorian_hero_2	troy_fighter_dorian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	49202248		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_fighter_dorian_hero_2_chariot_3.csc
troy_fighter_maeonian_hero	0	0		none	troy_fighter_maeonian_hero	troy_fighter_maeonian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	492076233		0	0				vo_actor_group_genhero30s_01	
troy_archer_ionian_hero_2_chariot_3	0	0		none	troy_archer_ionian_hero_2	troy_archer_ionian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	498717775		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_archer_ionian_hero_2_chariot_1.csc
troy_defender_dorian_hero_chariot_4	0	0		none	troy_defender_dorian_hero	troy_defender_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	504088736		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_defender_dorian_hero_chariot_2.csc
troy_fighter_pelasgian_hero_4_chariot_5	0	0		none	troy_fighter_pelasgian_hero_4	troy_fighter_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	507432921		0	0				vo_actor_group_genhero50s_01	
troy_fighter_dorian_hero_3_chariot_2	0	0		none	troy_fighter_dorian_hero_3	troy_fighter_dorian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	512507008		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_fighter_dorian_hero_3_chariot_2.csc
troy_defender_dorian_hero_2_chariot_5	0	0		none	troy_defender_dorian_hero_2	troy_defender_dorian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	518900352		0	0				vo_actor_group_genhero20s_02	
troy_warlord_hero_3_chariot_2	0	0		none	troy_warlord_hero_3	troy_warlord_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	519514896		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_warlord_hero_3_chariot_1.csc
troy_warlord_lelegan_hero_2	0	0		none	troy_warlord_lelegan_hero_2	troy_warlord_lelegan_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	522061904		0	0				vo_actor_group_genhero20s_03	
troy_warlord_dorian_hero_chariot_3	0	0		none	troy_warlord_dorian_hero	troy_warlord_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	525354191		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_warlord_dorian_hero_chariot_3.csc
troy_defender_dorian_hero_chariot_2	0	0		none	troy_defender_dorian_hero	troy_defender_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	526177902		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_defender_dorian_hero_chariot_2.csc
troy_archer_ionian_hero_2_chariot_1	0	0		none	troy_archer_ionian_hero_2	troy_archer_ionian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	529402183		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_archer_ionian_hero_2_chariot_1.csc
troy_archer_dorian_hero_4	0	0		none	troy_archer_dorian_hero_4	troy_archer_dorian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	529716563		0	0				vo_actor_group_genhero50s_02	
troy_warlord_pelasgian_hero_2_chariot_1	0	0		none	troy_warlord_pelasgian_hero_2	troy_warlord_pelasgian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	530362484		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_warlord_pelasgian_hero_2_chariot_1.csc
troy_defender_thracian_hero_4_chariot_1	0	0		none	troy_defender_thracian_hero_4	troy_defender_thracian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	530523478		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_defender_thracian_hero_4_chariot_1.csc
troy_dlc1_horde_amazons_fighter_3_chariot_3	0	0		none	troy_dlc1_fighter_3	troy_dlc1_ama_gen_fighter_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	535224937		0	0				vo_actor_amazon_genhero20s_01	
troy_fighter_hero_4	0	0		none	troy_fighter_hero_4	troy_fighter_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	536477983		0	0				vo_actor_group_genhero50s_01	
troy_defender_thracian_hero_2_chariot_3	0	0		none	troy_defender_thracian_hero_2	troy_defender_thracian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	537946623		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_defender_thracian_hero_2_chariot_3.csc
troy_archer_aeolian_hero_chariot_2	0	0		none	troy_archer_aeolian_hero	troy_archer_aeolian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	540786670		0	0				vo_actor_group_genhero30s_01	composite_scene\porthole\troy_archer_aeolian_hero_chariot_1.csc
troy_defender_aeolian_hero_2_chariot_2	0	0		none	troy_defender_aeolian_hero_2	troy_defender_aeolian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	551261687		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_defender_aeolian_hero_2_chariot_1.csc
troy_warlord_ionian_hero_chariot_2	0	0		none	troy_warlord_ionian_hero	troy_warlord_ionian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	560377680		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_warlord_ionian_hero_chariot_1.csc
troy_archer_pelasgian_hero_4_chariot_1	0	0		none	troy_archer_pelasgian_hero_4	troy_archer_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	562645154		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_archer_pelasgian_hero_4_chariot_1.csc
troy_fighter_patroclus_chariot_2	0	0		none	troy_fighter_patroclus	troy_fighter_patroclus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	568329780		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_patroclus_chariot_2.csc
troy_fighter_ionian_hero_4_chariot_4	0	0		none	troy_fighter_ionian_hero_4	troy_fighter_ionian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	571953476		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_fighter_ionian_hero_4_chariot_3.csc
troy_warlord_hero_3_chariot_1	0	0		none	troy_warlord_hero_3	troy_warlord_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	572596198		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_warlord_hero_3_chariot_1.csc
troy_defender	0	0		none	troy_defender	troy_defender_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	573649058		0	0				vo_actor_group_genhero30s_03	
troy_defender_nestor_old_chariot_5	0	0		none	troy_defender_nestor_old	troy_defender_nestor_old		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	575774636		0	0				vo_actor_group_genhero50s_01	
troy_fighter_ionian_hero_4_chariot_3	0	0		none	troy_fighter_ionian_hero_4	troy_fighter_ionian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	580548648		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_fighter_ionian_hero_4_chariot_3.csc
troy_warlord_maeonian_hero_4_chariot_3	0	0		none	troy_warlord_maeonian_hero_4	troy_warlord_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	583426000		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_maeonian_hero_4_chariot_3.csc
troy_defender_ionian_hero_chariot_1	0	0		none	troy_defender_ionian_hero	troy_defender_ionian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	584144154		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_defender_ionian_hero_chariot_1.csc
troy_fighter_thracian_hero_2_chariot_2	0	0		none	troy_fighter_thracian_hero_2	troy_fighter_thracian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	586608390		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_fighter_thracian_hero_2_chariot_2.csc
troy_defender_lelegan_hero_chariot_2	0	0		none	troy_defender_lelegan_hero	troy_defender_lelegan_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	589794129		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_defender_lelegan_hero_chariot_2.csc
troy_warlord_ionian_hero	0	0		none	troy_warlord_ionian_hero	troy_warlord_ionian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	592324805		0	0				vo_actor_group_genhero30s_03	
troy_archer_maeonian_hero_2_chariot_1	0	0		none	troy_archer_maeonian_hero_2	troy_archer_maeonian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	596147876		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_archer_maeonian_hero_2_chariot_1.csc
troy_defender_ionian_hero_chariot_4	0	0		none	troy_defender_ionian_hero	troy_defender_ionian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	600878665		0	0				vo_actor_group_genhero30s_03	composite_scene\porthole\troy_defender_ionian_hero_chariot_2.csc
troy_archer_hero_2	0	0		none	troy_archer_hero_2	troy_archer_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	602160730		0	0				vo_actor_group_genhero20s_03	
troy_fighter_pelasgian_hero_3	0	0		none	troy_fighter_pelasgian_hero_3	troy_fighter_pelasgian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	604907614		0	0				vo_actor_group_genhero20s_02	
troy_archer_hero_2_chariot_2	0	0		none	troy_archer_hero_2	troy_archer_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	605994392		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_archer_hero_2_chariot_1.csc
troy_defender_dorian_hero_chariot_1	0	0		none	troy_defender_dorian_hero	troy_defender_dorian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	613968302		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_defender_dorian_hero_chariot_1.csc
troy_dlc1_trojan_amazons_warlord_3	0	0		none	troy_dlc1_warlord_3	troy_dlc1_ama_gen_warlord_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	616549269		0	0				vo_actor_amazon_genhero20s_01	
troy_aeneas_chariot_1	0	0		none	troy_aeneas	troy_hero_aeneas		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_aeneas_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	617043383		0	0				vo_actor_group_hero_aeneas	composite_scene\porthole\troy_aeneas_chariot_1.csc
troy_dlc1_trojan_amazons_fighter_2_chariot_2	0	0		none	troy_dlc1_fighter_2	troy_dlc1_ama_gen_fighter_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	622656576		0	0				vo_actor_amazon_genhero20s_02	
troy_dlc1_trojan_amazons_archer_1_chariot_2	0	0		none	troy_dlc1_archer_1	troy_dlc1_ama_gen_archer_hero_1		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	623825875		0	0				vo_actor_amazon_genhero30s_01	
troy_dlc1_horde_amazons_archer_2_chariot_3	0	0		none	troy_dlc1_archer_2	troy_dlc1_ama_gen_archer_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	628927732		0	0				vo_actor_amazon_genhero30s_02	
troy_fighter_ajax_lesser_chariot_3	0	0		none	troy_fighter_ajax_lesser	troy_fighter_ajax_lesser		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	629244445		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_fighter_ajax_lesser_chariot_3.csc
troy_fighter_ionian_hero_3_chariot_1	0	0		none	troy_fighter_ionian_hero_3	troy_fighter_ionian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	630166280		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_fighter_ionian_hero_3_chariot_1.csc
troy_archer_pelasgian_hero_4	0	0		none	troy_archer_pelasgian_hero_4	troy_archer_pelasgian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	632230594		0	0				vo_actor_group_genhero50s_02	
troy_defender_maeonian_hero_4_chariot_2	0	0		none	troy_defender_maeonian_hero_4	troy_defender_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	636475737		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_defender_maeonian_hero_4_chariot_1.csc
troy_fighter_hero_3_chariot_5	0	0		none	troy_fighter_hero_3	troy_fighter_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	64091016		0	0				vo_actor_group_genhero20s_02	
troy_warlord_thracian_hero_2_chariot_3	0	0		none	troy_warlord_thracian_hero_2	troy_warlord_thracian_hero_2		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	64159298		0	0				vo_actor_group_genhero20s_02	composite_scene\porthole\troy_warlord_thracian_hero_2_chariot_3.csc
troy_defender_aeolian_hero_3_chariot_1	0	0		none	troy_defender_aeolian_hero_3	troy_defender_aeolian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	64186651		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_defender_aeolian_hero_3_chariot_1.csc
troy_defender_pelasgian_hero_3_chariot_2	0	0		none	troy_defender_pelasgian_hero_3	troy_defender_pelasgian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	646038650		0	0				vo_actor_group_genhero20s_01	composite_scene\porthole\troy_defender_pelasgian_hero_3_chariot_1.csc
troy_warlord_lelegan_hero_chariot_3	0	0		none	troy_warlord_lelegan_hero	troy_warlord_lelegan_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	648987757		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_warlord_lelegan_hero_chariot_3.csc
troy_fighter_ionian_hero	0	0		none	troy_fighter_ionian_hero	troy_fighter_ionian_hero		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	663991307		0	0				vo_actor_group_genhero30s_02	
troy_defender_dorian_hero_3_chariot_1	0	0		none	troy_defender_dorian_hero_3	troy_defender_dorian_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_defender_spear_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	670088574		0	0				vo_actor_group_genhero20s_03	composite_scene\porthole\troy_defender_dorian_hero_3_chariot_1.csc
troy_dlc1_horde_amazons_archer_3_chariot_3	0	0		none	troy_dlc1_archer_3	troy_dlc1_ama_gen_archer_hero_3		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_archer_sword_and_longbow	cam_heavy_ship_04	cam_heavy_ship_04	673697913		0	0				vo_actor_amazon_genhero30s_01	
troy_warlord_oileus_chariot_1	0	0		none	troy_warlord_oileus	troy_warlord_oileus		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	674081840		0	0				vo_actor_group_genhero50s_02	composite_scene\porthole\troy_warlord_oileus_chariot_1.csc
troy_warlord_agapenor_chariot_2	0	0		none	troy_warlord_agapenor	troy_warlord_agapenor		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	674792589		0	0				vo_actor_group_genhero30s_02	composite_scene\porthole\troy_warlord_agapenor_chariot_1.csc
troy_fighter_maeonian_hero_4_chariot_4	0	0		none	troy_fighter_maeonian_hero_4	troy_fighter_maeonian_hero_4		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_fighter_sword_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	677593674		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_fighter_maeonian_hero_4_chariot_3.csc
troy_warlord_telephos_chariot_2	0	0		none	troy_warlord_telephos	troy_warlord_telephos		troy_campaign_glb_transport_ship	troy_campaign_glb_transport_ship	cam_hu1_warlord_axe_and_shield	cam_heavy_ship_04	cam_heavy_ship_04	679314923		0	0				vo_actor_group_genhero50s_01	composite_scene\porthole\troy_warlord_telephos_chariot_1.csc
