effect	icon	priority	icon_negative	category	is_positive_value_good
troy_effect_gods_heroes_cause_fear	fx_icon_attribute_causes_fear.png	600	fx_icon_attribute_causes_fear.png	battle	true
troy_effect_gods_heroes_unwavering	fx_icon_attribute_unbreakable.png	600	fx_icon_attribute_unbreakable.png	battle	true
troy_effect_gods_income_raiding_sacking_looting	fx_icon_resource_income.png	100	fx_icon_resource_upkeep.png	campaign	true
troy_effect_gods_melee_attack_mod_island_battles	fx_icon_melee.png	109	fx_icon_melee.png	battle	true
troy_effect_gods_melee_defence_all_units_defending_siege	fx_icon_defence.png	61	fx_icon_defence.png	battle	true
troy_effect_gods_minotaur	fx_icon_zeus_gaf_positive.png	100	fx_icon_zeus_gaf_positive.png	campaign	true
troy_effect_gods_spartoi_warriors	fx_icon_ares_gaf_positive.png	100	fx_icon_ares_gaf_positive.png	campaign	true
troy_effect_gods_stone_construction_costs	fx_icon_stone_income.png	100	fx_icon_stone_upkeep.png	campaign	false
troy_effect_gods_success_mod_enemy_agents	fx_icon_agent.png	101	fx_icon_agent.png	campaign	false
troy_effect_gods_success_rate_agents	fx_icon_agent.png	101	fx_icon_agent.png	campaign	true
troy_effect_gods_unit_morale_spearmen	fx_icon_morale.png	600	fx_icon_morale.png	battle	true
troy_effect_gods_wood_construction_costs	fx_icon_wood_income.png	100	fx_icon_wood_upkeep.png	campaign	false
troy_effect_gods_zeus_knowing_destiny_5_dummy	fx_icon_favour.png	101	fx_icon_favour.png	campaign	true
troy_effect_growth_in_influenced_province	fx_icon_growth.png	100	fx_icon_growth_negative.png	campaign	true
troy_effect_happiness_in_influenced_province	fx_icon_happiness.png	100	fx_icon_happiness.png	campaign	true
troy_effect_happiness_per_alliance	fx_icon_happiness.png	100	fx_icon_happiness.png	campaign	true
troy_effect_happiness_per_non_aggression_pact	fx_icon_happiness.png	100	fx_icon_happiness.png	campaign	true
troy_effect_happiness_per_war	fx_icon_happiness.png	100	fx_icon_happiness.png	campaign	true
troy_effect_hera_attrition	fx_icon_hera_gaf_positive.png	100	fx_icon_hera_gaf_negative.png	campaign	true
troy_effect_hero_ability_challenge	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_ability_challenge_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_ability_challenge_spec_armour_decrease	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_ability_challenge_spec_duration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_achilles_declare_war_lycomedes_dummy	fx_icon_diplomacy.png	1	fx_icon_diplomacy.png	campaign	true
troy_effect_hero_achilles_experience_for_elite_units	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_hero_achilles_his_army_experience_dummy	fx_icon_experience.png	1	fx_icon_experience.png	campaign	true
troy_effect_hero_achilles_his_army_movement_speed_dummy	fx_icon_battle_movement.png	1	fx_icon_battle_movement.png	battle	true
troy_effect_hero_achilles_self_hitpoints_dummy	fx_icon_general_ability.png	100	fx_icon_general_ability.png	battle	true
troy_effect_hero_achilles_unit_knights_vow	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_achilles_unit_knights_vow_spec_melee	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_achilles_unit_knights_vow_spec_shock	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_add_gold	fx_icon_gold_income.png	100	fx_icon_gold_upkeep.png	campaign	true
troy_effect_hero_agamemnon_unit_knights_vow	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_agamemnon_unit_knights_vow_spec_missile	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_agamemnon_unit_knights_vow_spec_shock	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_all_ability_adrenaline_rush	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_adrenaline_rush_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_adrenaline_rush_spec_cooldown	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_adrenaline_rush_spec_speed	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_divine_inspiration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_divine_inspiration_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_divine_inspiration_spec_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_divine_inspiration_spec_inspiration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_duel	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_duel_duration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_duel_spec_armor	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_find_cover	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_find_cover_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_find_cover_spec_cd	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_find_cover_spec_duration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_ignore_pain	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_ignore_pain_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_ignore_pain_spec_duration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_ignore_pain_spec_heal	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_throw_rock	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_throw_rock_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_throw_rock_spec_area	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_all_ability_throw_rock_spec_range	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_apollos_rain	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_apollos_rain_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_apollos_rain_spec_armour_piercing	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_apollos_rain_spec_range	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_born_with_the_bow	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_born_with_the_bow_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_born_with_the_bow_spec_ias	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_born_with_the_bow_spec_speed	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_cheat_hades	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_cheat_hades_spec_melee_defence	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_cheat_hades_spec_vigour	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_eagle_eye	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_eagle_eye_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_eagle_eye_spec_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_eagle_eye_spec_terror	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_escape	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_escape_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_escape_spec_cd	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_escape_spec_success	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_feign_death_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_inspired_shots	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_inspired_shots_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_inspired_shots_spec_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_inspired_shots_spec_damage	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_multishot	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_multishot_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_multishot_spec_dmg_close	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_multishot_spec_knockback	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_poison_attacks	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_poison_attacks_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_poison_attacks_spec_berserk	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_poison_attacks_spec_speed	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_rapid_fire	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_rapid_fire_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_rapid_fire_spec_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_rapid_fire_spec_dmg	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_relentless_pursuit	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_relentless_pursuit_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_relentless_pursuit_spec_cooldown	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_relentless_pursuit_spec_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_strafe	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_strafe_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_strafe_spec_dmg	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_ability_strafe_spec_speed	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_precise_shot	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_precise_shot_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_precise_shot_spec_cd	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_precise_shot_spec_damage	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_stalk	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_stalk_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_stalk_spec_alpha_strike	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_archer_stalk_spec_unspottable	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_aura_morale_mod	fx_icon_morale.png	100	fx_icon_morale.png	battle	true
troy_effect_hero_aura_strength	fx_icon_trait_battle_positive.png	100	fx_icon_trait_battle_positive.png	battle	true
troy_effect_hero_campaign_additional_resource_food	fx_icon_food_income.png	600	fx_icon_food_upkeep.png	campaign	true
troy_effect_hero_campaign_additional_resource_food_spec_stone	fx_icon_stone_income.png	600	fx_icon_stone_upkeep.png	campaign	true
troy_effect_hero_campaign_additional_resource_food_spec_wood	fx_icon_wood_income.png	600	fx_icon_wood_upkeep.png	campaign	true
troy_effect_hero_campaign_agent_recruitment_rank	fx_icon_experience.png	600	fx_icon_experience.png	campaign	true
troy_effect_hero_campaign_agent_recruitment_rank_spec_cost	fx_icon_agent.png	600	fx_icon_agent.png	campaign	false
troy_effect_hero_campaign_agent_recruitment_rank_spec_success_chance	fx_icon_agent.png	600	fx_icon_agent.png	campaign	true
troy_effect_hero_campaign_ambush_defence	fx_icon_ambush.png	600	fx_icon_ambush.png	campaign	true
troy_effect_hero_campaign_ambush_defence_spec_defending_morale	fx_icon_morale.png	600	fx_icon_morale.png	campaign	true
troy_effect_hero_campaign_ambush_defence_spec_enemy_province_happiness	fx_icon_happiness.png	600	fx_icon_happiness.png	campaign	false
troy_effect_hero_campaign_ambush_success	fx_icon_ambush.png	600	fx_icon_ambush.png	campaign	true
troy_effect_hero_campaign_ambush_success_spec_bonuses_attack	fx_icon_ambush.png	600	fx_icon_ambush.png	battle	true
troy_effect_hero_campaign_ambush_success_spec_bonuses_charge	fx_icon_ambush.png	600	fx_icon_ambush.png	battle	true
troy_effect_hero_campaign_attrition	fx_icon_attrition.png	600	fx_icon_attrition.png	campaign	false
troy_effect_hero_campaign_campaign_movement	fx_icon_campaign_movement.png	600	fx_icon_campaign_movement.png	campaign	true
troy_effect_hero_campaign_campaign_movement_spec_naval	fx_icon_campaign_movement.png	600	fx_icon_campaign_movement.png	campaign	true
troy_effect_hero_campaign_casualties_post_battle	fx_icon_replenishment.png	600	fx_icon_replenishment.png	campaign	false
troy_effect_hero_campaign_casualties_post_battle_spec_ancillary_drop_chance	fx_icon_resource_income.png	600	fx_icon_resource_upkeep.png	campaign	true
troy_effect_hero_campaign_enemy_agent_failure	fx_icon_agent.png	600	fx_icon_agent.png	campaign	false
troy_effect_hero_campaign_enemy_agent_failure_spec_cost	fx_icon_agent.png	600	fx_icon_agent.png	campaign	true
troy_effect_hero_campaign_enemy_agent_failure_spec_critical_failure	fx_icon_agent.png	600	fx_icon_agent.png	campaign	true
troy_effect_hero_campaign_growth	fx_icon_growth.png	600	fx_icon_growth_negative.png	campaign	true
troy_effect_hero_campaign_growth_spec_growth	fx_icon_growth.png	600	fx_icon_growth_negative.png	campaign	true
troy_effect_hero_campaign_happiness	fx_icon_happiness.png	600	fx_icon_happiness.png	campaign	true
troy_effect_hero_campaign_holdout	fx_icon_siege_attack.png	600	fx_icon_siege_attack.png	campaign	false
troy_effect_hero_campaign_holdout_spec_attrition_besieged	fx_icon_siege_attack.png	600	fx_icon_siege_attack.png	campaign	true
troy_effect_hero_campaign_holdout_spec_experience	troy_effect_hero_campaign_holdout_spec_experience	600	fx_icon_siege_attack.png	battle	true
troy_effect_hero_campaign_income_post_battle	fx_icon_resource_income.png	600	fx_icon_resource_upkeep.png	campaign	true
troy_effect_hero_campaign_income_post_battle_spec_influence	fx_icon_influence.png	100	fx_icon_influence.png	campaign	true
troy_effect_hero_campaign_lightning_strike	fx_icon_trait_battle_positive.png	600	fx_icon_trait_battle_positive.png	campaign	true
troy_effect_hero_campaign_lightning_strike_spec_ammo	fx_icon_trait_battle_positive.png	600	fx_icon_trait_battle_positive.png	battle	true
troy_effect_hero_campaign_lightning_strike_spec_aura_size	fx_icon_trait_battle_positive.png	600	fx_icon_trait_battle_positive.png	battle	true
troy_effect_hero_campaign_lightning_strike_spec_aura_strength	fx_icon_trait_battle_positive.png	600	fx_icon_trait_battle_positive.png	battle	true
troy_effect_hero_campaign_post_battle_spec_favour	fx_icon_general_ability.png	1	fx_icon_experience.png	campaign	true
troy_effect_hero_campaign_raiding	fx_icon_resource_income.png	600	fx_icon_resource_upkeep.png	campaign	true
troy_effect_hero_campaign_razing	fx_icon_resource_income.png	600	fx_icon_resource_upkeep.png	campaign	true
troy_effect_hero_campaign_recruitment_capacity	fx_icon_unit_capacity.png	600	fx_icon_unit_capacity.png	campaign	true
troy_effect_hero_campaign_recruitment_capacity_spec_recruitment_capacity	fx_icon_unit_capacity.png	600	fx_icon_unit_capacity.png	campaign	true
troy_effect_hero_campaign_recruitment_cost	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_campaign_recruitment_cost_spec_missile	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_campaign_recruitment_cost_spec_shock	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_campaign_replenishment	fx_icon_replenishment.png	600	fx_icon_replenishment.png	campaign	true
troy_effect_hero_campaign_replenishment_spec_replenishment_enemy	fx_icon_replenishment.png	600	fx_icon_replenishment.png	campaign	true
troy_effect_hero_campaign_sacking	fx_icon_resource_income.png	600	fx_icon_resource_upkeep.png	campaign	true
troy_effect_hero_campaign_sacking_spec_building_damage	fx_icon_siege_attack.png	100	fx_icon_siege_attack.png	campaign	true
troy_effect_hero_campaign_sacking_spec_sacking	fx_icon_resource_income.png	600	fx_icon_resource_upkeep.png	campaign	true
troy_effect_hero_campaign_stalk_spec_prevent_replenishment	fx_icon_replenishment.png	600	fx_icon_replenishment.png	campaign	false
troy_effect_hero_campaign_stalk_spec_speed	fx_icon_ambush.png	600	fx_icon_ambush.png	campaign	true
troy_effect_hero_campaign_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_campaign_upkeep_spec_archers	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_campaign_upkeep_spec_clubs	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_campaign_wounded_time	fx_icon_wound_time.png	600	fx_icon_wound_time.png	campaign	false
troy_effect_hero_campaign_wounded_time_spec_character_upkeep	fx_icon_resource_upkeep.png	600	fx_icon_resource_income.png	campaign	false
troy_effect_hero_campaign_wounded_time_spec_line_of_sight	fx_icon_wound_time.png	600	fx_icon_wound_time.png	campaign	true
troy_effect_hero_defender_ability_brace	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_brace_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_brace_spec_charge_def	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_brace_spec_radius	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_care_for_fallen	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_care_for_fallen_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_care_for_fallen_spec_cd	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_care_for_fallen_spec_heal	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_consecrated_ground_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_dread_of_ares	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_dread_of_ares_melee_attack	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_dread_of_ares_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_dread_of_ares_spec_missile_vulnerability	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_hallowed_ground	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_hallowed_ground_spec_area	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_hallowed_ground_spec_duration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_heroic_resolve_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_heroic_resolve_spec_duration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_heroic_resolve_spec_heal	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_second_wind	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_second_wind_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_second_wind_spec_rage	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_second_wind_spec_routing	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_set_example	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_set_example_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_set_example_spec_morale	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_set_example_spec_twice	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_taunt	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_taunt_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_taunt_spec_armor	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_ability_taunt_spec_duration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_bulwark	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_bulwark_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_bulwark_spec_armour	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_shield_bash	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_shield_bash_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_shield_spec_area	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_defender_shield_spec_damage	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_experience_for_all_heroes_dummy	fx_icon_experience.png	100	fx_icon_experience.png	campaign	true
troy_effect_hero_fighter_ability_batter	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_batter_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_batter_spec_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_batter_spec_reduce_armor	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_blind_rage	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_blind_rage_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_blind_rage_spec_dmg	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_blind_rage_spec_duration	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_blood_sacrifice	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_blood_sacrifice_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_blood_sacrifice_spec_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_blood_sacrifice_spec_morale_damage	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_bow_to_the_moirai	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_bow_to_the_moirai_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_bow_to_the_moirai_spec_ias	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_bow_to_the_moirai_spec_rage	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_cleave	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_cleave_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_cleave_spec_damage	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_cleave_spec_vigour	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_desecrate_the_fallen	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_desecrate_the_fallen_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_desecrate_the_fallen_spec_armour	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_desecrate_the_fallen_spec_reduce_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_focused_strikes	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_focused_strikes_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_focused_strikes_spec_cost	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_focused_strikes_spec_less_reduction	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_frenzy	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_frenzy_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_frenzy_spec_vigour	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_heroic_resolve	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_jump_in_battle	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_jump_in_battle_replace	fx_icon_general_ability.png	0	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_jump_in_battle_spec_armour	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
troy_effect_hero_fighter_ability_jump_in_battle_spec_melee	fx_icon_general_ability.png	600	fx_icon_general_ability.png	battle	true
